Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
6769,15984174,"Alexander Ulbrich","2026-05-15 11:59:44",0.77511,3,alexanderulbrich
6770,15984335,"Nguyễn Ngọc Thiện","2026-05-15 12:01:47",0.77511,1,illusi0n4ry
6771,15984490,"tasy fan","2026-05-15 12:20:06",0.77511,1,fantasyyy888
6772,15984703,"Bharti Garg","2026-05-17 17:44:56",0.77511,5,p1nkc0der
6773,15984704,"liang qian","2026-05-15 12:43:08",0.77511,1,liangqian4537
6774,15984720,wizard_Hu,"2026-05-15 12:44:15",0.77511,1,wizardhu
6775,15984869,MIAO0729,"2026-05-15 13:00:06",0.77511,1,miao0729
6776,15022385,kaysefuji,"2026-05-16 16:32:32",0.77511,5,kaysefuji
6777,15984896,"Rio Hilman","2026-05-15 13:03:35",0.77511,1,riohilman
6778,15985076,"Aretha Cai Faustine Sy","2026-05-15 13:19:36",0.77511,1,arethacaifaustinesy
6779,15982011,太田海翔,"2026-05-15 13:40:03",0.77511,3,na7na7
6780,15985977,I_E_M8998,"2026-05-15 14:51:24",0.77511,1,iem8998
6781,15986271,"Ropafadzo Nyadome","2026-05-15 15:16:08",0.77511,1,ropafadzonyadome
6782,15986474,高島だいき,"2026-05-15 15:39:17",0.77511,1,zoroton
6783,15986576,"Shweta G","2026-05-15 15:52:52",0.77511,2,riweta21
6784,15986833,NebbeN10,"2026-05-15 16:13:02",0.77511,1,nebben10
6785,15984266,"Swayam S Patra","2026-05-15 17:31:47",0.77511,10,swayamspatra
6786,15987853,"Agrim Sharma #2","2026-05-15 18:26:14",0.77511,4,agrimtdk
6787,15988016,"Mahmoud Elsaadawy","2026-05-15 19:14:40",0.77511,2,mahmoudsaadawy
6788,15988057,LEGEND_117,"2026-05-15 18:41:55",0.77511,1,legend117
6789,15820333,"Diego #11","2026-05-15 19:01:05",0.77511,2,krr10coder
6790,15988882,"Daniel Hodgkinson","2026-05-15 21:36:30",0.77511,1,danielhodgkinson
6791,15988905,"Aydin Shoja","2026-05-15 21:55:05",0.77511,3,aydinshoja
6792,15989188,"Slava Puzin","2026-05-15 22:58:00",0.77511,1,slavapuzin
6793,15989198,"Jiyeong Kim","2026-05-15 23:00:52",0.77511,1,liaseo411
6794,15989450,"Nafizza. 22","2026-05-16 00:43:06",0.77511,1,nafizza22
6795,15989585,"Gabriel Mckitting","2026-05-16 01:29:13",0.77511,1,gabrielmckitting
6796,15989821,"R Megha Ganesh","2026-05-16 02:44:25",0.77511,7,rmeghaganesh
6797,15989974,"Rafael NavaYankees","2026-05-18 20:22:19",0.77511,3,rafaelnavayankees
6798,15989982,"Nicholas MacKinnon","2026-05-16 02:51:09",0.77511,1,nicholasmackinnon1
6799,15990719,"Maryam #4","2026-05-16 04:36:39",0.77511,1,meryndell
6800,15990812,"Nabin Bhat","2026-05-16 04:50:37",0.77511,1,nabinbhat
6801,15990964,"Sr. Joseph Chiu","2026-05-16 05:09:20",0.77511,1,srjosephchiu
6802,15991063,z.ruslan.07292004,"2026-05-16 06:32:36",0.77511,4,zruslan07292004
6803,14508656,"Way Data_analyst","2026-05-16 05:32:43",0.77511,4,waydataanalyst
6804,15990957,"Elmurodov Salohiddin","2026-05-16 05:49:52",0.77511,4,elmurodovsalohiddin
6805,15991341,"Najwa Azahra","2026-05-16 05:56:36",0.77511,1,najwaap
6806,15992147,"Gudivada Dakshayani","2026-05-16 07:27:22",0.77511,1,gudivadadakshayani
6807,15992825,chibarie,"2026-05-16 08:54:04",0.77511,1,chibarie
6808,15993212,"Jack #43","2026-05-16 09:35:33",0.77511,1,jack9er
6809,15993289,gontawara,"2026-05-16 09:44:50",0.77511,1,gontawara
6810,15993715,"Angeline Winata","2026-05-16 10:42:42",0.77511,1,angelwinata
6811,15974875,"Aw Tha Da","2026-05-16 15:32:03",0.77511,5,awthada
6812,15994057,Paakhi,"2026-05-16 11:44:23",0.77511,1,paakhi004
6813,15994345,"Reza Qorbani","2026-05-18 17:49:40",0.77511,3,r3za21
6814,15994298,"Shyam Kumar #2","2026-05-16 12:43:46",0.77511,2,sniperxyz
6815,4306803,EugenePopoff,"2026-05-16 13:14:28",0.77511,1,eugenepopoff
6816,15994809,"Lara Giovanna","2026-05-16 13:28:06",0.77511,1,laragiovanna
6817,15994818,Gnanagurubaran,"2026-05-23 14:21:02",0.77511,2,gnanagurubaran
6818,15228364,guhuohuo525,"2026-05-16 14:15:26",0.77511,4,guhuohuo525
6819,15995180,"Ibrahim Shakeel","2026-05-16 14:14:15",0.77511,1,ibrahimshakeel
6820,15995198,"Nethum Kaushika","2026-05-16 14:16:06",0.77511,1,nethumkaushika
6821,15995409,ArslanDev,"2026-05-16 14:53:31",0.77511,2,arslandev
6822,15995459,"Olojotuyi Tito","2026-05-16 14:45:06",0.77511,1,olojotuyitito
6823,15995736,"Jeremy Murphy","2026-05-16 15:13:08",0.77511,1,jeremylmurphy
6824,15996310,"Sunny Bhaveen Chandra","2026-05-16 16:15:38",0.77511,1,c17hawke
6825,14734567,"Gundrathi Prathyusha","2026-05-16 17:06:13",0.77511,1,gundrathiprathyusha
6826,15997377,"Fabiano Rocha #2","2026-05-16 18:45:58",0.77511,1,rochaff
6827,15997528,"Piyush Yayati","2026-05-16 19:12:31",0.77511,1,piyushyayati
6828,15997665,"Salih Esgerli","2026-05-16 19:45:42",0.77511,1,salihesgerli
6829,15997995,"Vicente Seganfredo","2026-05-16 21:21:24",0.77511,1,vicenteseganfredo
6830,15998037,"Reamonn Norat","2026-05-16 21:34:37",0.77511,1,reamonnnorat
6831,15998115,"GabrielLa Ferreira","2026-05-16 22:04:56",0.77511,1,gabriellaferreira
6832,15998165,"Furkan Tosun","2026-05-16 22:23:56",0.77511,1,furkantosun
6833,15998545,morikawadesu,"2026-05-17 01:24:42",0.77511,1,morikawadesu
6834,15998548,y-ogawa,"2026-05-17 01:26:22",0.77511,1,yogawa0707
6835,15998590,seabreeze,"2026-05-17 01:41:41",0.77511,1,seabreeezee
6836,15998633,"Javiera Derpsch","2026-05-17 01:54:54",0.77511,1,javieraderpsch
6837,15998654,sufjan,"2026-05-17 02:00:38",0.77511,1,specialinthenight
6838,15999587,rysg,"2026-05-17 05:13:54",0.77511,1,rs480593
6839,15999959,"Akshara Varshitha Puppala","2026-05-17 06:12:34",0.77511,1,aksharavarshitha25
6840,16000300,CokeEnjoyer,"2026-05-19 16:18:22",0.77511,6,cokeenjoyer
6841,16000674,"jiapeng Guo","2026-05-17 07:49:45",0.77511,1,jinnnyuuuu
6842,16000485,"Jeevpreet Ahluwalia","2026-05-17 08:26:12",0.77511,10,jeevpreetahluwalia
6843,16001362,"Shivansh Agrawal","2026-05-17 09:33:45",0.77511,1,shivanshagw
6844,16001865,"Hanxi Shen","2026-05-17 10:47:01",0.77511,1,shenhanxi506
6845,16002034,"Prashik Shirsat","2026-05-17 11:11:39",0.77511,1,prashikshirsat
6846,15927854,Dotolee,"2026-05-17 11:55:48",0.77511,16,dotolee337
6847,16002557,"Matthias Müller98e","2026-05-17 12:36:31",0.77511,1,matthiasmller98e
6848,16003089,"SRP 3110","2026-05-17 13:39:59",0.77511,1,srp3110
6849,16003523,"Nelini Abeywickrama","2026-05-17 14:35:49",0.77511,3,neliniabeywickrama
6850,16003672,Thenpc,"2026-05-17 14:51:18",0.77511,2,hungthenpc
6851,16003708,"Tsering Sherpa","2026-05-18 21:06:33",0.77511,5,tseringsherpa123
6852,16004311,"on rollin","2026-05-17 16:10:55",0.77511,1,onrollin
6853,16004455,"Anshika Singh404","2026-05-17 16:30:20",0.77511,1,anshikasingh404
6854,16004490,Zarintasnim,"2026-05-17 16:34:34",0.77511,1,zarintasnimripti
6855,16004900,"Dima Vashchenko","2026-05-17 17:10:54",0.77511,3,dimavashchenko
6856,16005213,niklba99,"2026-05-17 18:24:54",0.77511,5,niklba99
6857,16005733,BrickBracck,"2026-05-17 19:24:36",0.77511,1,brickbracck
6858,16005832,"FATHI Barakat","2026-05-21 20:41:09",0.77511,3,fathibarakat
6859,16005896,"Tyler B #2","2026-05-17 20:05:01",0.77511,1,takvor
6860,16006265,"Kerem Uteu","2026-05-17 22:47:10",0.77511,2,keremuteu
6861,14202496,"Matthew Waddell","2026-05-17 22:21:50",0.77511,3,matthewwaddell
6862,16006333,Marij_life,"2026-05-17 22:30:31",0.77511,1,marijlife
6863,16006688,"antonio margarete","2026-05-18 00:45:12",0.77511,1,antoniomargarete
6864,16006711,"Antonio Manjaka","2026-05-18 00:53:06",0.77511,1,antoniomanjaka
6865,15996178,SolRelax,"2026-05-18 01:35:47",0.77511,4,solrelax
6866,16006848,"Jacob Lester #2","2026-05-18 01:38:05",0.77511,2,lesterjacob
6867,16006870,"Hamzah Gabriel","2026-05-18 01:51:16",0.77511,1,hamzbriel
6868,16007023,kaizristo,"2026-05-18 02:10:48",0.77511,1,kaizristo
6869,16007270,mushu29,"2026-05-18 03:00:19",0.77511,1,mushu29
6870,4852304,ryota24,"2026-05-18 04:51:11",0.77511,1,ryota24
6871,16008068,Coorete,"2026-05-18 05:22:34",0.77511,1,coorete
6872,16008447,yeeyeyeea,"2026-05-18 06:15:17",0.77511,1,treedoll1234
6873,4397177,"Shweta Ranjane","2026-05-18 06:33:59",0.77511,1,shwetaranjane
6874,16008812,"ben #2","2026-05-18 06:59:26",0.77511,1,bebunny
6875,16008035,"Chayut PERMCHAISIRI","2026-05-18 07:27:07",0.77511,2,chayutpermchaisiri
6876,16009111,RAHULCN27,"2026-05-18 07:33:23",0.77511,1,rahulcn27
6877,16006405,"Jaya Arora","2026-05-18 10:33:32",0.77511,4,jayaarora242
6878,16009352,"Nathan Suh","2026-05-18 08:25:16",0.77511,2,nathansuhh
6879,16009533,jichaoliu111,"2026-05-18 08:24:54",0.77511,2,liujichao111
6880,16010163,grass114,"2026-05-18 09:11:47",0.77511,1,grass114
6881,16010321,"HAN JIFENG","2026-05-18 09:34:14",0.77511,2,hanjifeng
6882,16010569,"อัครา ประโยชน์","2026-05-18 09:42:10",0.77511,1,akaraprayote
6883,16010499,"Артем Сербін","2026-05-18 09:43:52",0.77511,1,farauto
6884,16010719,"Alice Hoo","2026-05-18 09:56:09",0.77511,1,alicehoo
6885,16011083,"palwasha usman","2026-05-18 10:27:54",0.77511,1,palwashausman
6886,16011049,"medehal Rachana","2026-05-18 10:56:33",0.77511,3,medehalrachana
6887,16011413,zhouhongkai62,"2026-05-18 10:56:51",0.77511,1,zhouhongkai62
6888,16011804,加藤了大,"2026-05-18 12:01:48",0.77511,2,kaasryou
6889,16011875,"Buranon Buncharoen","2026-05-18 11:45:24",0.77511,1,guyhwwhy
6890,16012043,alverstris,"2026-05-18 12:06:59",0.77511,1,alverstris
6891,16012100,"Zhishuo Jiang","2026-05-18 12:15:00",0.77511,3,zhishuojiang
6892,16012397,ZoeYeZ_z,"2026-05-18 12:47:16",0.77511,1,zoeyezz
6893,16012472,"Rishi nandeesh","2026-05-18 12:54:17",0.77511,1,rishinandeesh
6894,16012687,"Sarah #25","2026-05-18 13:13:06",0.77511,1,kiwixx
6895,16012688,"Geolye Young","2026-05-18 13:13:14",0.77511,1,geolyeyoung
6896,16012993,owaki,"2026-05-18 13:36:56",0.77511,1,oowaki
6897,16013098,小栗愛揮,"2026-05-18 13:47:06",0.77511,1,epmimi
6898,16013530,"Mohamed Amine MOUHDI","2026-05-18 14:10:56",0.77511,1,mohamedaminemouhdi
6899,16013943,Sveta_Anokhina,"2026-05-18 14:35:25",0.77511,1,svetaanokhina
6900,16014192,"Nichole Thornton","2026-05-18 14:51:20",0.77511,1,nicholethornton
6901,16014632,"Hubert Lewellyn","2026-05-18 15:23:28",0.77511,1,hubertlewellyn
6902,16014917,"VISHNU AYURE","2026-05-18 15:46:00",0.77511,2,vishnuayure
6903,16014986,"Sumali Wanigasekara","2026-05-18 15:49:27",0.77511,1,sumaliwanigasekara
6904,16014897,asiubaicd,"2026-05-18 16:27:38",0.77511,8,asiubaicd
6905,16015551,"Кирилл Омельченко","2026-05-18 16:35:18",0.77511,1,ft56ty
6906,16015804,"Kai C","2026-05-18 16:51:05",0.77511,1,longlivkai
6907,16015853,"Jiang Kai Jie","2026-05-18 16:55:28",0.77511,1,jiangkaijie
6908,16016025,Diffused_Orbital,"2026-05-18 17:14:02",0.77511,1,diffusedorbital
6909,16016060,"Minerva Bermudez","2026-05-18 17:19:00",0.77511,1,minervabermudez
6910,16016241,"Gabriel de Oliveira Fontes","2026-05-18 17:45:00",0.77511,1,gfontes17
6911,16016243,"Yvan Aaron","2026-05-18 17:45:10",0.77511,1,yvanaaron
6912,16016291,"Mohammed Nafay Ali","2026-05-18 17:50:43",0.77511,1,mohammednafayali
6913,16016316,"Mohana priya V","2026-05-18 17:53:03",0.77511,1,moni1110
6914,16016378,"Raven Hughes","2026-05-18 18:04:29",0.77511,1,ravenhughes
6915,16016497,"CLEMENTE REÑONES","2026-05-18 18:23:09",0.77511,1,clementereones
6916,16016548,"Jamie Xiao","2026-05-18 18:33:11",0.77511,1,jamiexiaoo
6917,16016905,"Nishi Thakur","2026-05-18 19:40:51",0.77511,1,nishi15
6918,16017038,"khaled de","2026-05-18 20:02:58",0.77511,1,khaledde
6919,9829641,"Isak Lefèvre","2026-05-18 21:18:47",0.77511,1,isalef
6920,16017622,"Dakalo Tsedu","2026-05-18 21:36:45",0.77511,1,dakalotsedu
6921,16017704,keebab,"2026-05-18 22:05:19",0.77511,1,keebab
6922,873426,"Mathew Calkins","2026-05-18 22:11:32",0.77511,1,mcalkins
6923,16017732,"Akash Pandey 2116","2026-05-18 22:15:44",0.77511,1,akashpandey2116
6924,16018551,"IVan Da Vodka","2026-05-19 02:08:25",0.77511,1,ivandavodka
6925,16018941,"S.C DOOM","2026-05-19 03:22:13",0.77511,1,scdoom
6926,16018874,"Test Able","2026-05-19 03:30:29",0.77511,2,testable123
6927,16019054,SyS7AcK,"2026-05-19 03:41:35",0.77511,1,sys7ack
6928,16019074,Burisan,"2026-05-23 07:55:43",0.77511,5,burisan
6929,16019101,"Tyler Rust","2026-05-19 03:52:35",0.77511,1,tylerrust10
6930,16019236,"Saloni Gore","2026-05-19 04:21:46",0.77511,1,salbunny
6931,16019270,"Rehan Gurung","2026-05-19 04:25:41",0.77511,1,rehangurung
6932,16019341,"Youssef Hassanin","2026-05-19 04:50:03",0.77511,2,youssef8assanin
6933,16019819,"herlan alan suherman","2026-05-27 02:13:01",0.77511,2,herlanalansuherman
6934,16020109,"charan Teja Reddy D","2026-05-19 05:58:34",0.77511,1,charantejareddyd
6935,16020224,"Rene Rivera","2026-05-19 06:12:34",0.77511,1,aenerivera
6936,16019198,qsfegvhhesyut,"2026-05-19 06:18:56",0.77511,2,qsfegvhhesyut
6937,16020633,BrAvEtRyHaRd,"2026-05-19 06:45:51",0.77511,1,bravetryhard
6938,16020669,chen-nebula,"2026-05-19 06:50:27",0.77511,1,chennebula
6939,16020581,LucasBruhn,"2026-05-19 06:58:28",0.77511,1,lucasbruhn
6940,16020800,"Trisha Katariya","2026-05-19 07:02:11",0.77511,1,trishakatariya
6941,16020906,"Ayush Yadav #5","2026-05-25 05:54:34",0.77511,2,ayushyadav890
6942,16021721,"Tom Ntaba","2026-05-19 08:36:37",0.77511,1,tomntaba
6943,16022105,"shreya ballal","2026-05-19 09:25:42",0.77511,1,shreyaballal
6944,16022173,"Puneeth Pemmasani","2026-05-19 09:42:28",0.77511,1,puneethpemmasani
6945,7199655,Silentpartnr,"2026-05-19 10:07:47",0.77511,1,silentpartnr
6946,16022719,Morlie,"2026-05-19 10:41:55",0.77511,1,morlie
6947,16023185,"gills in cup","2026-05-19 12:16:31",0.77511,2,gillsincup
6948,16023696,"Alvin Piter","2026-05-20 02:32:37",0.77511,2,alvinpiter
6949,16023871,"Trung Tín Trần","2026-05-19 14:31:21",0.77511,5,tiisme241
6950,16024048,"Eduard Gurita","2026-05-30 18:55:48",0.77511,3,eduardgurita
6951,16024253,"Matheus clay","2026-05-21 14:12:28",0.77511,2,matheusclay
6952,15159324,"S Madhavan","2026-05-19 15:51:29",0.77511,2,smadhavan1
6953,16025327,"Ján Ducho","2026-05-19 15:55:04",0.77511,1,jnducho
6954,16025634,"Onyeka Okafor","2026-05-19 16:37:04",0.77511,1,onyekaokafor
6955,16026096,"Samuel Landon","2026-05-19 17:42:08",0.77511,1,samuellandon
6956,16026120,"Fernando Megías","2026-05-19 17:44:57",0.77511,1,fernandomegas
6957,16026268,"Mohamed Shaheem #2","2026-05-19 18:18:08",0.77511,2,shaheeeeeeeeem
6958,13988094,"Lukas Li","2026-05-19 19:29:27",0.77511,1,lukasli
6959,16027130,tiffany-alsukari,"2026-05-19 20:35:42",0.77511,2,tiffanyalsukari
6960,16027195,kaleeida,"2026-05-19 20:36:51",0.77511,1,kaleeida
6961,16027279,"Tudor Cosmatu","2026-05-19 20:55:34",0.77511,1,tudorcosmatu
6962,16027674,"Κυριακος Πετροπουλος","2026-05-21 16:31:09",0.77511,2,kyriakospetr
6963,16027676,"Abdoul Gafar AMADOU","2026-05-19 22:43:23",0.77511,1,abdoulgafaramadou
6964,16027880,"Miguel Sumo","2026-05-19 23:25:07",0.77511,1,miguelsumo13
6965,16028181,"collins macharia","2026-05-20 00:03:37",0.77511,1,collomach
6966,16028541,"Shal Akbar","2026-05-20 01:09:06",0.77511,1,shalakbar
6967,16028670,"Adan Dang","2026-05-20 01:44:03",0.77511,1,dangoshi
6968,16029353,xXCMO3Xx,"2026-05-20 05:24:35",0.77511,2,xxcmo3xx
6969,16029408,kogac619,"2026-05-20 04:27:14",0.77511,1,kogac619
6970,16029411,绛橘色的日落,"2026-05-20 04:27:36",0.77511,1,ffsshh
6971,16029455,"Sam Adie","2026-05-20 04:35:31",0.77511,1,samadie
6972,16029889,"Tian junbo","2026-05-20 05:48:36",0.77511,1,tianjunbo
6973,16030239,superhiro,"2026-05-20 06:36:55",0.77511,1,superhiro
6974,16030602,logchar,"2026-05-20 07:26:44",0.77511,1,logchar
6975,16030663,"Sm Hanin","2026-05-20 07:37:00",0.77511,1,smhanin
6976,16030770,"Abhijeet K","2026-05-20 07:55:37",0.77511,1,abhijeet2529
6977,16030999,"black white","2026-05-20 08:29:42",0.77511,1,black7white
6978,16031043,Megzee,"2026-05-20 08:36:16",0.77511,1,megzee
6979,16022877,"Stephen Tucker #2","2026-05-26 11:52:56",0.77511,23,stephentucker
6980,16031160,"Aryan Kumar #11","2026-05-20 08:53:08",0.77511,1,aryankumar1625
6981,16031228,Roshan-Metrix,"2026-05-21 17:54:45",0.77511,2,roshanmetrix
6982,16031338,"chike ugoji","2026-05-20 09:21:54",0.77511,1,chikeugoji
6983,16031394,SUT_Carmen,"2026-05-20 10:22:10",0.77511,3,sutcarmen
6984,16031535,AnarChinbat01,"2026-05-20 09:49:51",0.77511,2,anarchinbat01
6985,16031653,"Duy Phan 17","2026-05-20 10:28:27",0.77511,4,duyphan17
6986,16031807,"Julia Poświatowska","2026-05-20 10:43:15",0.77511,1,poswiata2111
6987,16031815,"Alifa Peh","2026-05-20 10:44:33",0.77511,1,alifapeh
6988,16031892,Tyronefrix,"2026-05-20 10:58:58",0.77511,1,tyronefrix
6989,12040625,"Harsh Saharan","2026-05-20 11:36:29",0.77511,1,harshsaharan001
6990,16032174,"Swastik Kulkarni me","2026-05-20 11:43:08",0.77511,1,swastikkulkarnime
6991,16032488,ChandlerChen,"2026-05-22 09:13:15",0.77511,7,chandlerchen2026
6992,16032526,cuiwenhao,"2026-05-20 12:27:08",0.77511,1,cuiwenhao
6993,16032534,"Keiichiro Ogura","2026-05-20 12:28:08",0.77511,1,keiichiroogura
6994,15979188,"Akane Sato","2026-05-20 14:26:39",0.77511,7,akanesato
6995,16033209,"Deepak #32","2026-05-20 14:02:29",0.77511,1,deepak2503
6996,16032933,"Dilki Bandara","2026-05-22 00:36:26",0.77511,15,dilkibandara
6997,16033542,braxmann,"2026-05-20 14:38:51",0.77511,1,braxmann
6998,16033732,SHooks123,"2026-05-20 14:56:41",0.77511,1,shooks123
6999,16034009,"Poly Kumar","2026-05-20 15:23:03",0.77511,1,polykumar
7000,16034066,"Raducu Gabriel","2026-05-20 15:27:00",0.77511,1,raducugabriel
7001,16034342,"aravind setti ds","2026-05-20 15:51:06",0.77511,1,aravindsettids
7002,16034742,ImRitsuko,"2026-05-22 15:41:58",0.77511,15,imritsuko
7003,16034540,"Albin Kurian Thomas","2026-05-20 16:36:12",0.77511,5,albinkurianthomas
7004,16035015,"Franziska Heeg1","2026-05-20 16:45:53",0.77511,1,franziskaheeg1
7005,16035174,"Gia Long Tham","2026-05-20 16:58:15",0.77511,1,gialongtham
7006,16035246,"masa #13","2026-05-20 17:04:47",0.77511,1,ms192837465
7007,16035622,"Kartik Malik123","2026-05-20 17:41:58",0.77511,1,kartikmalik123
7008,16035993,"Shiveash C","2026-05-20 18:39:41",0.77511,1,shiveashc
7009,16036184,remo0004,"2026-05-21 00:02:24",0.77511,4,remo0004
7010,16036417,noise_to_insight,"2026-05-20 20:01:51",0.77511,1,noisetoinsight
7011,16036841,"Jorge Mellado","2026-05-20 21:25:59",0.77511,1,jorgemellado
7012,16037138,"Alper İçöz","2026-05-20 22:53:55",0.77511,1,alpericz
7013,16037151,"Yorgos Sotiropoulos","2026-05-21 16:11:47",0.77511,13,yorgossotiropoulos
7014,16037119,"Gabriel Jones #2","2026-05-20 23:20:03",0.77511,5,gabrieljones107
7015,16037277,"Kunal Trajiya","2026-05-21 01:23:18",0.77511,3,kunaltrajiya
7016,16037410,"Tirth Patel #6","2026-05-21 00:53:45",0.77511,5,tirthpatel164
7017,16037582,"tamura takumi","2026-05-21 01:12:08",0.77511,1,tamuratakumi
7018,16035662,"Sayeef Jawed Riddhi","2026-05-21 01:13:19",0.77511,4,sayeefjawedriddhi223
7019,16037409,"Om Panchal","2026-05-22 02:50:03",0.77511,10,ompanchal149
7020,16038209,"Muhammad Rizky khatami","2026-05-21 03:42:34",0.77511,1,mrizkykhatami
7021,16039233,"yoshinobu asari","2026-05-21 05:40:31",0.77511,1,yoshinobuasari
7022,16039452,"liu shengxian","2026-05-21 06:21:03",0.77511,1,liushengxian
7023,16039498,"Krishna Agarwal #4","2026-05-21 06:26:22",0.77511,1,krishnaagarwal26
7024,15707410,"TPEC Mizuma","2026-05-21 06:37:33",0.77511,3,daisukemizuma
7025,16039614,FireCatFish,"2026-05-21 06:38:10",0.77511,1,firecatfish
7026,16033510,Shirin21st,"2026-05-21 06:43:24",0.77511,5,shirin21st
7027,14969659,"Fang Z","2026-05-21 07:33:11",0.77511,2,fangz369
7028,16039951,Amynich_wu,"2026-05-21 08:49:48",0.77511,3,amynichwu
7029,16039953,"hua li 228","2026-05-27 07:41:19",0.77511,2,huali228
7030,16039978,"Qianyi Xing","2026-05-21 12:24:20",0.77511,3,qianyixing822
7031,16040015,shaoming12345,"2026-05-21 07:33:12",0.77511,1,shaoming12345
7032,14441848,kj2301黄紫暄,"2026-05-21 08:30:08",0.77511,9,kj2301
7033,16040240,wangyao01,"2026-05-21 08:08:09",0.77511,1,wangyao01
7034,16040259,"Pevey Huntress","2026-05-21 11:23:23",0.77511,3,peveyhuntress
7035,16040279,winnieL,"2026-05-21 08:14:03",0.77511,1,winniewnl
7036,16040404,LeonRied,"2026-05-21 08:31:37",0.77511,1,leonried
7037,13145020,RainbowII,"2026-05-21 09:05:16",0.77511,2,rainbowii
7038,14439596,EurekaLYJ,"2026-05-21 09:06:21",0.77511,3,eurekalyj
7039,16040824,JasonSqw,"2026-05-21 09:37:23",0.77511,1,jasonsqw
7040,16040935,H4rukiM,"2026-05-21 09:58:08",0.77511,1,h4rukim
7041,16040978,"Zi Heng Tay","2026-05-22 10:23:33",0.77511,8,zihengtay
7042,16041110,"Sofia Ferrari","2026-05-21 10:23:26",0.77511,1,fiferrari
7043,16041421,"Surasree Tarafder","2026-05-21 11:14:23",0.77511,1,surasreetarafder
7044,16042055,"Teona korinteli","2026-05-29 18:16:56",0.77511,2,teonakorinteli
7045,14129767,"Ahmad Zakiy Muyamman","2026-05-21 13:07:43",0.77511,1,ahmadzakiymuyamman
7046,15926269,wangshilin40,"2026-05-21 23:54:26",0.77511,4,wangshilin40
7047,16042321,"Tolga Atacan","2026-05-21 13:32:33",0.77511,1,tolgaatacan
7048,16042570,"Panthi Vagadiya","2026-05-21 14:03:51",0.77511,1,panthivagadiya
7049,16042641,"Augustin VANDERELST","2026-05-21 14:13:36",0.77511,1,augustinvanderelst
7050,7181923,"Matteo #3","2026-05-21 14:21:30",0.77511,1,matteop60
7051,16042907,Aappnox,"2026-05-21 14:48:47",0.77511,1,aappnox
7052,6575961,"FUMTA SIK","2026-05-21 14:53:06",0.77511,4,fumtasik
7053,16042945,"Artem Hradyskyi","2026-05-21 14:54:56",0.77511,1,silverj47
7054,16043104,"Ruby Hall","2026-05-21 15:21:28",0.77511,2,rubyhall
7055,16043430,jjjjttz,"2026-05-21 16:05:02",0.77511,1,jjjjttz
7056,16043832,"Olen Gandy","2026-05-21 17:10:01",0.77511,1,olengandy
7057,16043874,"Kian Patel","2026-05-21 17:16:00",0.77511,1,kianpatel18
7058,16043976,Mariana_346,"2026-05-21 17:31:56",0.77511,1,mariana346
7059,16044092,"Steve Nhan09","2026-05-23 14:05:57",0.77511,5,stevenhan09
7060,16044189,"Aayushi zutshi","2026-05-21 18:08:15",0.77511,1,aayushizutshi
7061,16044276,"Satyabrata Samal","2026-05-21 18:25:36",0.77511,1,xtrexx
7062,16044419,"Aqsa Ahson","2026-05-21 18:58:03",0.77511,1,aqsaahson
7063,16044428,"Milan #6","2026-05-21 18:59:25",0.77511,1,milan89717
7064,16045399,Yomag84,"2026-05-21 23:40:45",0.77511,1,yomag84
7065,16045640,"Muhammad Fauzi Muharam","2026-05-22 01:04:39",0.77511,1,muhammadfauzimuharam
7066,16045744,"Karthik Kancheti","2026-05-22 01:51:18",0.77511,2,karthikkancheti
7067,4622755," Zahedi88","2026-05-22 02:12:51",0.77511,4,zahedi88
7068,16043110,RocketStone,"2026-05-22 02:40:22",0.77511,1,rocketstone
7069,16046328,"T MANIK REDDY","2026-05-22 03:29:39",0.77511,1,tmanikreddy
7070,14689165,WiseApprenctice,"2026-05-22 20:02:17",0.77511,6,wiseapprenctice
7071,16046688,"SHREEVIKAS BJ","2026-05-22 04:30:47",0.77511,1,shreevikasbj
7072,13325096,"kamimura yuki","2026-05-22 04:32:31",0.77511,1,kamimurayuki
7073,16046708,"Bruno Souza #7","2026-05-22 04:36:19",0.77511,1,brunosouza013
7074,16046777,"Tanushree Dwivedi","2026-05-22 04:49:42",0.77511,1,dwitan2026
7075,16040797,"uh miss","2026-05-22 05:45:10",0.77511,2,uhmiss
7076,15594514,Somonso,"2026-05-22 05:49:38",0.77511,6,somonso
7077,16047137,"mario gomez 77","2026-05-22 06:01:29",0.77511,2,mariogomez77
7078,16047486,Sree_0-0_,"2026-05-22 06:53:23",0.77511,2,sree00
7079,16047637,Qincloght,"2026-05-22 07:01:15",0.77511,1,qincloght
7080,16047980,"Sebolelo Kumalo","2026-05-22 07:55:11",0.77511,1,sebolelokumalo
7081,16048454,M_SwathiReddy,"2026-05-22 09:18:44",0.77511,1,mswathireddy
7082,16048492,Vijan0009,"2026-05-22 09:24:34",0.77511,1,vijan0009
7083,16048778,qiqibegin,"2026-05-22 10:13:30",0.77511,1,qiqibegin
7084,16047152,"sorata kuze","2026-05-25 08:56:25",0.77511,8,kuzesorata
7085,16049115,"HUANG DING WEN","2026-05-22 11:15:28",0.77511,1,huangdingwen
7086,16049211,zk6108hg,"2026-05-22 11:35:40",0.77511,1,zk6108hg
